Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Baltoy,59.1,343,ground,psychic,54.6,93.8,89,455994,25.5,499,Confusion,Dig,Gyro Ball,4,4,3,50000
Boltund,59.1,836,electric,none,79.1,56.2,71,315506,8.5,500,Bite,Crunch,Thunder,23,30,1,50000
Croconaw,59.1,159,water,none,68.2,69.6,77,365535,11,499,Scratch,Crunch,Ice Punch,23,20,3,10000
Drilbur (Shadow),59.1,529,ground,none,78.5,48.6,83,316768,13.5,500,Mud Slap,Dig,Drill Run,5,4,3,50000
Hitmonchan (Shadow),59.1,107,fighting,none,74.7,78.8,57,335394,8,500,Bullet Punch,Brick Break*,Close Combat,6,7,5,75000
Obstagoon,59.1,862,dark,normal,65.7,73,79,378540,7,499,Counter,Cross Chop,Gunk Shot,6,13,3,10000
Pidgeotto (Shadow),59.1,17,normal,flying,64.7,63.6,93,382361,16,498,Steel Wing,Aerial Ace,Air Cutter,9,7,1,10000
Watchog,59.1,505,normal,none,73.2,66.7,70,341455,10.5,500,Bite,Crunch,Grass Knot,23,25,1,10000
Glalie,58.9,362,ice,none,66.3,69.9,81,375674,9,500,Frost Breath,Avalanche,Gyro Ball,9,10,3,50000
Golisopod,58.9,768,bug,water,71.9,77.4,62,345067,6,500,Fury Cutter,Aerial Ace,Aqua Jet,12,10,1,10000
Honchkrow,58.9,430,dark,flying,86.6,41.2,81,289067,7,500,Peck,Brave Bird,Dark Pulse,7,7,3,50000
Wormadam (Plant),58.9,413,bug,grass,64.1,83.6,73,390814,10.5,500,Bug Bite,Bug Buzz,Energy Ball,20,15,1,10000
Magmortar,58.8,467,fire,none,81.6,60,62,303609,6,500,Fire Spin,Brick Break,Fire Blast,4,8,5,75000
Quaxwell,58.8,913,water,none,71.9,59.7,80,343483,10.5,499,Water Gun,Aerial Ace,Aqua Jet,15,14,3,10000
Drilbur,58.6,529,ground,none,78.5,48.6,83,316768,13.5,500,Mud Slap,Dig,Drill Run,5,4,3,50000
Gible (Shadow),58.6,443,dragon,ground,71.5,53.1,92,349367,17.5,500,Mud Shot,Body Slam,Dig,4,6,5,75000
Gumshoos,58.6,735,normal,none,77.1,49.6,84,321435,8.5,500,Bite,Crunch,Hyper Fang,23,25,1,10000
Lurantis,58.6,754,grass,none,73.5,69,67,340218,8,500,Fury Cutter,Leaf Blade,Leaf Storm,9,14,3,50000
Decidueye,58.5,724,grass,ghost,74.7,63.9,70,334305,7,500,Astonish,Brave Bird,Energy Ball,6,5,3,10000
Grimer (Shadow),58.5,88,poison,none,69.5,50.5,102,357792,14,499,Mud Slap,Frustration<sup>†</sup>,Mud Bomb,7,5,3,50000
Haunter,58.5,93,ghost,poison,93.8,49.8,57,265881,9.5,499,Astonish,Dark Pulse,Ice Punch,5,4,3,50000
Huntail,58.5,367,water,none,75.4,72.8,60,329425,8,498,Bite,Aqua Tail,Crunch,18,23,3,50000
Monferno,58.5,391,fire,fighting,75.4,55.1,80,332360,12,500,Ember,Flamethrower,Flame Wheel,7,5,3,10000
Pansage,58.5,511,grass,none,65.1,65.1,90,381615,20,499,Vine Whip,Crunch,Seed Bomb,6,5,3,50000
Volcanion,58.5,721,fire,water,77.5,67,58,301367,5,483,Incinerate,Earth Power,Hydro Pump,3,4,20,100000
Aurorus,58.3,699,rock,ice,66.4,58.7,97,377585,7,500,Frost Breath,Ancient Power,Blizzard,9,15,5,75000
Gothita (Shadow),58.3,574,psychic,none,61.7,76.8,85,402792,20.5,499,Confusion,Frustration<sup>†</sup>,Psybeam,5,5,3,50000
Haunter (Shadow),58.3,93,ghost,poison,93.8,49.8,57,265881,9.5,499,Astonish,Dark Pulse,Frustration<sup>†</sup>,5,7,3,50000
Rhydon,58.3,112,ground,rock,72.6,59.7,79,342370,6,499,Mud Slap,Breaking Swipe,Earthquake,5,7,3,50000
Salamence,58.3,373,dragon,flying,84.2,52.8,67,297912,5,500,Bite,Brutal Swing,Crunch,18,23,5,75000
Shuppet,58.3,353,ghost,none,81.6,46,81,303772,18.5,497,Astonish,Night Shade,Ominous Wind,5,5,3,50000
Gimmighoul,58.2,999,ghost,none,80.5,50.9,76,311012,17.5,500,Astonish,Shadow Ball,,5,0,5,10000
Pidgeotto,58.2,17,normal,flying,64.7,63.6,93,382361,16,498,Steel Wing,Aerial Ace,Air Cutter,9,7,1,10000
Slowking (Galarian),58.2,199,poison,psychic,67.7,67.7,80,367175,7,499,Acid,Future Sight,Psyshock,9,5,3,50000
Druddigon,58,621,dragon,none,75.8,63.9,68,329306,7,499,Bite,Dragon Claw,Hyper Beam,25,40,5,75000
Skiploom (Shadow),58,188,grass,flying,56.8,80.1,96,436144,20,497,Bullet Seed,Dazzling Gleam,Energy Ball,5,4,3,50000
Tentacruel (Shadow),58,73,water,poison,63.8,82.9,74,391454,8,500,Acid,Acid Spray,Blizzard,6,10,3,50000
Floatzel,57.9,419,water,none,83,46.8,77,298834,7.5,498,Waterfall,Aqua Jet,Hydro Pump,4,8,3,50000
Lairon,57.9,305,steel,rock,66.6,84.3,67,376215,9.5,500,Iron Tail,Body Slam,Heavy Slam,5,8,1,10000
Steelix (Mega),57.9,208,steel,ground,65.9,99.3,56,366255,5,495,Dragon Tail,Breaking Swipe,Crunch,5,4,5,75000
Swampert (Mega),57.9,260,water,ground,78.8,63.2,64,318563,4.5,500,Mud Shot,Earthquake,Hydro Cannon*,8,5,3,10000
Farfetch'd (Galarian),57.7,83,fighting,none,79.8,56.7,69,312140,11,499,Fury Cutter,Brave Bird,Brick Break,14,10,3,50000
Toxtricity,57.7,849,electric,poison,82.6,54.7,67,303041,7.5,500,Acid,Acid Spray,Discharge,6,5,5,75000
Charizard,57.6,6,fire,flying,76.8,63.1,67,324572,6.5,499,Air Slash,Air Cutter,Blast Burn*,4,6,3,10000
Dragonite (Mega),57.6,149,dragon,flying,79.5,69,57,312989,4,500,Dragon Breath,Draco Meteor*,Dragon Claw,17,13,5,75000
Heatran,57.6,485,fire,steel,76.9,65.6,64,322908,5,498,Bug Bite,Earth Power,Fire Blast,17,27,20,100000
Lycanroc (Midnight),57.6,745,rock,none,77.5,56.9,73,322139,7,500,Counter,Crunch,Psychic Fangs,8,6,5,50000
Poliwrath,57.6,62,water,fighting,67.4,71.4,77,370668,7.5,500,Bubble,Dynamic Punch,Hydro Pump,5,7,3,50000
Gothorita (Shadow),57.4,575,psychic,none,65.3,75,78,381604,12,499,Confusion,Frustration<sup>†</sup>,Future Sight,5,5,3,50000
Medicham (Mega),57.4,308,fighting,psychic,76.5,70,61,326351,7.5,500,Counter,Dynamic Punch,Ice Punch,8,7,3,50000
Samurott (Hisuian),57.4,503,water,dark,77.5,55.5,75,322843,7,500,Fury Cutter,Dark Pulse,Icy Wind,13,12,3,10000
Sneasler,57.4,903,fighting,poison,84.4,55.5,63,295522,6,500,Poison Jab,Aerial Ace,Close Combat,7,7,5,75000
Togetic,57.4,176,fairy,flying,63.4,86.8,71,390723,11,498,Extrasensory,Aerial Ace,Ancient Power,5,5,3,50000
Cloyster,57.3,91,water,ice,68.9,96.1,55,363812,7.5,500,Frost Breath,Aurora Beam,Avalanche,12,9,3,50000
Dhelmise,57.3,781,ghost,grass,79.5,64.7,61,313963,6.5,499,Astonish,Brutal Swing,Heavy Slam,4,5,5,50000
Dragonite,57.3,149,dragon,flying,78.7,61.8,65,316087,5,498,Dragon Breath,Draco Meteor*,Dragon Claw,17,13,5,75000
Sableye (Mega),57.3,302,dark,ghost,65,95,62,382607,9.5,498,Feint Attack,Dazzling Gleam,Drain Punch,10,7,5,75000
Dragapult,57.1,887,dragon,ghost,82.6,56.3,65,302483,5.5,500,Astonish,Breaking Swipe,Dragon Pulse,5,6,5,75000
Lileep (Shadow),57.1,345,rock,grass,56.4,84.3,93,442323,15,499,Acid,Ancient Power,Grass Knot,6,7,3,50000
Lokix,57.1,920,bug,dark,77.7,59.3,70,322354,8,500,Bug Bite,Bug Buzz,Dark Pulse,20,17,1,50000
Orthworm,57.1,968,steel,none,64,89.9,68,391049,8.5,500,Iron Tail,Earthquake,Iron Head,10,8,5,75000
Togedemaru,57.1,777,electric,steel,76.7,62,68,323627,8.5,499,Spark,Fell Stinger,Gyro Ball,5,8,3,50000
Arbok,57,24,poison,none,72.2,68.4,70,346149,10,500,Acid,Acid Spray,Dark Pulse,6,7,3,50000
Cryogonal,57,615,ice,none,67.7,78.9,69,368926,7,500,Frost Breath,Aurora Beam,Night Slash,12,7,5,75000
Hariyama,57,297,fighting,none,73.8,43.3,106,338502,6.5,499,Bullet Punch,Close Combat,Dynamic Punch,7,7,3,50000
Incineroar,57,727,fire,dark,73.1,60.7,77,341876,6.5,500,Double Kick,Blast Burn*,Blaze Kick,5,4,3,10000
Karrablast,57,588,bug,none,75.3,54.5,80,328525,16,499,Fury Cutter,Aerial Ace,Drill Run,12,10,3,50000
Purrloin,57,509,dark,none,68.8,59.4,89,363532,25.5,500,Scratch,Dark Pulse,Night Slash,25,18,1,10000
Heracross (Mega),56.8,214,bug,fighting,89,60.6,52,280453,4,500,Counter,Close Combat,Earthquake,8,11,3,50000
Tyrogue,56.8,236,fighting,none,59.7,66.4,105,415856,50,498,Rock Smash,Brick Break,Low Sweep,6,6,5,10000
Aerodactyl (Mega),56.7,142,rock,flying,83.7,61.5,56,288472,4.5,491,Bite,Ancient Power,Earth Power,23,25,5,75000
Girafarig (Shadow),56.7,203,normal,psychic,75.1,59.1,74,328724,9,499,Confusion,Frustration<sup>†</sup>,Mirror Coat,5,4,3,50000
Typhlosion (Hisuian),56.7,157,fire,ghost,81.2,59.4,64,308469,6.5,500,Ember,Fire Punch,Night Shade,5,5,3,10000
Sandshrew,56.5,27,ground,none,67.8,69.8,78,369269,15,500,Mud Shot,Dig,Rock Slide,6,5,3,50000
Swirlix,56.5,684,fairy,none,61.3,72.7,91,405734,16.5,500,Tackle,Draining Kiss,Energy Ball,19,15,3,50000
Tranquill,56.5,520,normal,flying,71.8,58.3,83,347197,13,500,Air Slash,Aerial Ace,Heat Wave,5,5,1,10000
Cinderace,56.4,815,fire,none,81.2,58.4,65,307979,6.5,500,Fire Spin,Blast Burn*,Flamethrower,5,6,3,10000
Espurr,56.4,677,psychic,none,65.2,66.7,88,382900,15,500,Confusion,Energy Ball,Psychic,4,4,3,50000
Mienfoo,56.4,619,fighting,none,81,54.5,70,308896,13.5,500,Low Kick,Brick Break,Drain Punch,5,5,3,50000
Varoom,56.4,965,steel,poison,70,67.2,76,357235,17,499,Lick,Acid Spray,Gunk Shot,15,25,3,50000
Doduo,56.2,84,normal,flying,86.3,51.5,65,288975,15.5,500,Peck,Aerial Ace,Brave Bird,6,7,3,50000
Grotle,56.2,388,grass,none,68,66.3,81,365480,10,500,Bite,Body Slam,Energy Ball,18,23,3,10000
Malamar (Shadow),56.2,687,dark,psychic,67.9,67.2,80,364947,8,499,Peck,Foul Play,Frustration<sup>†</sup>,5,9,3,50000
Natu,56.2,177,psychic,flying,77.1,57.6,73,324041,17.5,500,Peck,Drill Peck,Night Shade,5,6,3,50000
Pinsir,56.2,127,bug,none,81.2,65.4,58,307979,6.5,500,Bug Bite,Close Combat,Submission*,15,17,5,75000
Vikavolt,56.2,738,bug,electric,84.1,55.5,63,294398,6,499,Bug Bite,Crunch,Discharge,15,14,1,10000
Torterra,56.1,389,grass,ground,69.1,67.8,77,360539,6.5,500,Bite,Earthquake,Frenzy Plant*,33,23,3,10000
Charmeleon (Shadow),55.9,5,fire,none,73.8,63.9,72,339665,11.5,500,Ember,Fire Punch,Flamethrower,5,7,3,10000
Galvantula,55.9,596,bug,electric,79.5,55.4,71,312679,8.5,500,Fury Cutter,Bug Buzz,Cross Poison,15,9,3,50000
Kingdra,55.9,230,water,dragon,71.2,72.3,68,350178,7,499,Dragon Breath,Blizzard,Hydro Pump,19,19,3,50000
Avalugg (Hisuian),55.8,713,ice,rock,68.3,76.8,70,367014,5.5,500,Bite,Blizzard,Crunch,38,23,3,50000
Dedenne,55.8,702,electric,fairy,72.7,64.1,74,344851,10.5,500,Tackle,Discharge,Parabolic Charge,14,17,3,50000
Gastly (Shadow),55.8,92,ghost,poison,98.8,42.4,60,251560,15,498,Astonish,Dark Pulse,Frustration<sup>†</sup>,5,7,3,50000
Magnemite,55.8,81,electric,steel,84.4,66.3,53,296515,13.5,500,Metal Sound,Discharge,Magnet Bomb,5,6,3,50000
Meowstic (Male),55.8,678,psychic,none,67.9,70.3,77,367817,9,500,Confusion,Energy Ball,Psychic,4,4,3,50000
Shiinotic (Shadow),55.8,756,grass,fairy,67.2,77.3,71,368774,10,500,Astonish,Frustration<sup>†</sup>,Moonblast,7,6,3,50000
Samurott,55.6,503,water,none,74.8,57.7,77,332328,6.5,499,Fury Cutter,Blizzard,Hydro Cannon*,19,10,3,10000
Silicobra,55.6,843,ground,none,60.6,77.6,87,409651,18,500,Mud Shot,Bulldoze,Dig,5,6,3,50000
Snorunt (Shadow),55.6,361,ice,none,62,68.9,94,401875,22,500,Hex,Avalanche,Frustration<sup>†</sup>,4,6,3,50000
Claydol,55.5,344,ground,psychic,60,99.9,69,413905,9.5,500,Confusion,Earthquake,Earth Power,5,4,3,50000
Linoone (Galarian),55.5,264,dark,normal,66.1,63.4,90,377602,11.5,500,Lick,Body Slam,Dig,12,17,1,10000
Salazzle,55.5,758,poison,fire,84.5,52.6,66,292943,7.5,499,Incinerate,Dragon Pulse,Fire Blast,3,4,3,50000
Stoutland,55.5,508,normal,none,72.8,66.1,71,341529,6.5,499,Ice Fang,Crunch,Play Rough,8,10,1,10000
Vulpix (Alolan) (Shadow),55.5,37,ice,none,62.7,77.1,82,395963,22,498,Powder Snow,Blizzard,Dark Pulse,10,7,3,50000
Wyrdeer,55.5,899,normal,psychic,73.3,55.9,83,340093,7,499,Confusion,Megahorn,Psychic,4,4,5,75000
Cursola,55.3,864,ghost,none,85.7,62.9,54,291345,6,500,Astonish,Night Shade,Power Gem,5,5,3,50000
Dreepy,55.3,885,dragon,ghost,80.8,50.8,75,307700,25,500,Astonish,Struggle,,10,0,5,75000
Paras,55.3,46,bug,grass,72.8,65.2,72,341761,19,499,Bug Bite,X-Scissor,Cross Poison,14,12,3,50000
Rampardos,55.3,409,rock,none,96,37.6,72,259679,6,500,Smack Down,Flamethrower,Outrage,7,8,5,75000
Slowking,55.3,199,water,psychic,65.6,70,83,380916,7.5,499,Confusion,Blizzard,Fire Blast,6,6,3,50000
Zygarde (10% Forme),55.3,718,dragon,ground,79.7,66.7,57,303131,7.5,494,Bite,Bulldoze,Crunch,23,23,20,100000
Fletchinder (Shadow),55.2,662,fire,flying,71.8,58.3,83,347197,13,500,Ember,Aerial Ace,Flame Charge,5,6,1,10000
Gothita,55.2,574,psychic,none,61.7,76.8,85,402792,20.5,499,Confusion,Psybeam,Psychic,5,4,3,50000
Honedge,55.2,679,steel,ghost,69.2,74.6,70,361467,13.5,500,Psycho Cut,Gyro Ball,Iron Head,6,6,5,75000
Liepard (Shadow),55.2,510,dark,none,81.5,50.7,74,305931,10,500,Charm,Dark Pulse,Frustration<sup>†</sup>,7,9,1,10000
Rapidash,55.2,78,fire,none,78.3,63.8,64,319640,7.5,500,Ember*,Drill Run,Fire Blast,5,9,3,50000
Seedot (Shadow),55.2,273,grass,none,58.2,71.4,103,428038,37.5,499,Bullet Seed,Foul Play,Grass Knot,4,4,3,50000
Empoleon,55,395,water,steel,72.5,67.1,71,345132,6.5,500,Metal Claw,Blizzard,Drill Peck,11,6,3,10000
Steenee,55,762,grass,none,56.5,73.6,106,440872,26,499,Charm,Draining Kiss,Energy Ball,7,6,3,10000
Blacephalon,54.9,806,fire,ghost,102.4,50.4,47,242681,6,499,Astonish,Mind Blown*,Mystical Fire,4,5,20,100000
Klink,54.9,599,steel,none,61.7,81.7,80,402978,20.5,499,Charge Beam,Discharge,Vise Grip,4,4,5,75000
Mamoswine,54.9,473,ice,ground,80.6,48.5,79,308692,6,499,Mud Slap,Ancient Power*,Avalanche,5,5,3,50000
Mr. Mime,54.9,122,psychic,fairy,76,82.9,52,327660,8.5,500,Confusion,Psybeam,Psychic,5,4,5,75000
Polteageist,54.9,855,ghost,none,84.1,65.2,54,296100,6,500,Astonish,Dark Pulse,Psychic,5,6,3,50000
Skarmory (Mega),54.9,227,steel,flying,83.6,70.2,51,299448,5,500,Air Slash,Brave Bird,Flash Cannon,7,8,5,75000
Vulpix (Alolan),54.9,37,ice,none,62.7,77.1,82,395963,22,498,Powder Snow,Blizzard,Dark Pulse,10,7,3,50000
Anorith (Shadow),54.7,347,rock,bug,84.7,52.8,66,294906,12,500,Scratch,Ancient Power,Aqua Jet,23,20,3,50000
Genesect,54.7,649,bug,steel,80.8,65.2,57,300237,5.5,493,Fury Cutter,Hyper Beam,Magnet Bomb,20,12,20,100000
Poliwhirl (Shadow),54.7,61,water,none,65.8,67.7,85,378713,13.5,500,Bubble,Bubble Beam,Frustration<sup>†</sup>,4,7,3,50000
Sableye (Shadow),54.7,302,dark,ghost,69.8,70.8,72,356077,13,499,Feint Attack,Dazzling Gleam,Drain Punch,10,7,5,75000
Gastly,54.6,92,ghost,poison,98.8,42.4,60,251560,15,498,Astonish,Dark Pulse,Night Shade,5,5,3,50000
Nidorino (Shadow),54.6,33,poison,none,69.2,61.8,83,355284,13.5,498,Poison Jab,Dig,Frustration<sup>†</sup>,8,10,3,50000
Squawkabilly,54.6,931,normal,flying,77.7,48.5,85,320520,9.5,499,Air Slash,Aerial Ace,Brave Bird,5,7,3,75000
Unfezant,54.6,521,normal,flying,80.3,54.5,71,310664,7,500,Air Slash,Heat Wave,Hyper Beam,5,9,1,10000
Pinsir (Mega),54.4,127,bug,flying,87.5,67.3,48,282708,4.5,498,Bug Bite,Close Combat,Submission*,15,17,5,75000
Sudowoodo (Shadow),54.4,185,rock,none,68.3,75.5,71,366350,9,500,Counter,Earthquake,Frustration<sup>†</sup>,11,12,5,75000
Whismur (Shadow),54.4,293,normal,none,69.9,40.7,126,357978,28.5,500,Astonish,Disarming Voice,Flamethrower,5,6,1,10000
Corvisquire,54.2,822,flying,none,66.5,62.5,90,373851,14,499,Air Slash,Payback,Sky Attack,7,6,1,10000
Leavanny,54.2,542,bug,grass,75.8,63.1,69,329655,7.5,500,Bug Bite,Leaf Blade,Leaf Storm,12,19,1,10000
Mime (Jr),54.2,439,psychic,fairy,72.7,85.9,55,343588,17,500,Confusion,Psybeam,Psychic,5,4,5,10000
Natu (Shadow),54.2,177,psychic,flying,77.1,57.6,73,324041,17.5,500,Peck,Drill Peck,Frustration<sup>†</sup>,5,9,3,50000
Rookidee,54.2,821,flying,none,66.8,58.8,95,372702,29.5,498,Air Slash,Payback,Return<sup>†</sup>,7,8,1,10000
Gothorita,54.1,575,psychic,none,65.3,75,78,381604,12,499,Confusion,Future Sight,Psybeam,5,5,3,50000
Ninetales (Shadow),54.1,38,fire,none,67.1,79.5,70,372948,8.5,500,Ember*,Energy Ball*,Fire Blast*,5,9,3,50000
Victreebel,54.1,71,grass,poison,79.2,53.3,75,316403,8,500,Acid,Acid Spray,Leaf Blade,6,5,3,50000
Exploud (Shadow),53.9,295,normal,none,68.7,57,92,360322,8,499,Astonish,Boomburst,Crunch,7,5,1,10000
Linoone (Galarian) (Shadow),53.9,264,dark,normal,66.1,63.4,90,377602,11.5,500,Lick,Body Slam,Dig,12,17,1,10000
Starly,53.9,396,normal,flying,73.6,49.7,93,340252,27.5,500,Quick Attack,Aerial Ace,Brave Bird,6,7,1,10000
Toedscruel,53.9,949,ground,grass,63.8,82.9,74,391454,8,500,Mud Shot,Acid Spray,Earth Power,5,6,3,50000
Cradily,53.8,346,rock,grass,61.2,80.2,83,407808,8.5,500,Acid,Bulldoze,Grass Knot,6,7,3,50000
Giratina (Origin),53.8,487,ghost,dragon,69.7,57.8,86,346025,5,493,Dragon Tail,Dragon Pulse,Ominous Wind,5,4,20,100000
Hatterene,53.8,858,psychic,fairy,83.2,65.7,55,300824,6.5,500,Charm,Dazzling Gleam,Power Whip,7,7,5,50000
Makuhita (Shadow),53.8,296,fighting,none,67.3,44.7,123,370148,23.5,499,Rock Smash,Cross Chop,Frustration<sup>†</sup>,5,10,3,50000
Arbok (Shadow),53.6,24,poison,none,72.2,68.4,70,346149,10,500,Acid,Acid Spray,Dark Pulse,6,7,3,50000
Sableye,53.6,302,dark,ghost,69.8,70.8,72,356077,13,499,Feint Attack,Dazzling Gleam,Drain Punch,10,7,5,75000
Trevenant,53.6,709,ghost,grass,74.3,58.7,77,335950,7.5,500,Shadow Claw,Foul Play,Seed Bomb,5,5,5,75000
Lopunny,53.5,428,normal,none,64.7,83.5,71,383795,9,498,Double Kick,Fire Punch,Focus Blast,4,7,3,50000
Perrserker,53.5,863,steel,none,75,64.5,69,334207,8,500,Metal Claw,Close Combat,Foul Play,7,6,3,50000
Parasect,53.3,47,bug,grass,71.4,68,71,344845,10,499,Bug Bite*,Cross Poison,Solar Beam,12,27,3,50000
Staravia,53.3,397,normal,flying,74.3,55.4,81,333573,14.5,498,Quick Attack,Aerial Ace,Brave Bird,6,7,1,10000
Weezing,53.3,110,poison,none,68.2,80.2,67,366698,8.5,500,Acid<sup>†</sup>,Dark Pulse,Shadow Ball,7,7,3,50000
Woobat,53.3,527,psychic,flying,64.6,58.2,102,383871,19,499,Air Slash,Aerial Ace,Air Cutter,5,4,1,10000
Drampa,53.2,780,normal,dragon,78.8,59.7,67,315359,6.5,500,Dragon Breath,Dragon Pulse,Fly,14,12,5,75000
Eelektrik,53.2,603,electric,none,70.9,64.3,77,350749,11,498,Acid,Crunch,Discharge,6,5,1,10000
Noivern,53.2,715,flying,dragon,73,66,71,342016,7,500,Air Slash,Boomburst*,Draco Meteor,8,8,5,75000
Tauros (Blaze),53.2,128,fighting,fire,74.1,69.8,65,336211,6.5,499,Double Kick,Earthquake,Flame Charge,6,5,3,50000
Frosmoth,53,873,ice,bug,81.7,58.3,64,304995,7,500,Bug Bite,Bug Buzz,Hurricane,20,20,5,75000
Seismitoad,53,537,water,ground,69.6,58,89,359191,7.5,500,Bubble,Earth Power,Icy Wind,5,5,3,50000
Aipom,52.9,190,normal,none,70.5,63.5,79,353463,14,500,Astonish,Aerial Ace,Low Sweep,5,4,3,50000
Carnivine,52.9,455,grass,none,75.6,58.1,75,329562,8.5,499,Bite,Crunch,Energy Ball,23,23,5,75000
Delcatty,52.9,301,normal,none,65.5,65.5,89,381939,13,500,Charm,Disarming Voice,Play Rough,6,8,3,50000
Minun,52.9,312,electric,none,67.8,72.2,75,367247,11,500,Quick Attack,Discharge,Grass Knot,5,7,3,50000
Rattata (Shadow),52.9,19,normal,none,74.3,59,77,337437,27,500,Quick Attack,Body Slam,Dig,5,7,1,10000
Ferrothorn,52.7,598,grass,steel,62.3,89.3,72,400521,8,499,Bullet Seed,Acid Spray,Flash Cannon,4,5,3,75000
Galvantula (Shadow),52.7,596,bug,electric,79.5,55.4,71,312679,8.5,500,Fury Cutter,Bug Buzz,Cross Poison,15,9,3,50000
Girafarig,52.7,203,normal,psychic,75.1,59.1,74,328724,9,499,Confusion,Mirror Coat,Psychic,4,4,3,50000
Oricorio (Sensu),52.7,741,ghost,flying,75.8,59.7,73,330126,8,500,Air Slash,Aerial Ace,Air Cutter,5,4,3,75000
Solrock,52.7,338,rock,psychic,68.7,63,83,359291,8,497,Confusion,Psychic,Rock Slide,4,4,3,50000
Quilladin (Shadow),52.6,651,grass,none,66.5,74.9,75,373300,11,500,Low Kick,Body Slam,Energy Ball,5,6,3,10000
Pheromosa,52.4,795,bug,fighting,108.3,33.5,63,228974,6.5,499,Bug Bite,Bug Buzz,Close Combat,20,15,20,100000
Duraludon,52.3,884,steel,dragon,80.3,64.2,60,309292,6,498,Dragon Tail,Dragon Claw,Flash Cannon,5,6,5,75000
Froslass,52.3,478,ice,ghost,72,65.4,74,348144,9.5,500,Hex,Avalanche,Crunch,4,4,3,50000
Glaceon,52.3,471,ice,none,79,70.3,57,316593,6,500,Frost Breath,Avalanche,Ice Beam,9,11,5,75000
Chandelure,52.1,609,ghost,fire,88.3,61.6,52,283064,6,500,Fire Spin,Energy Ball,Flame Charge,5,5,5,75000
Beedrill (Mega),52,15,bug,poison,96.4,49.6,54,258122,5.5,499,Bug Bite*,Aerial Ace,Drill Run*,15,14,1,10000
Stantler (Shadow),52,234,normal,none,77.1,56.6,74,322989,8.5,499,Tackle,Frustration<sup>†</sup>,Megahorn,24,19,3,50000
Whismur,52,293,normal,none,69.9,40.7,126,357978,28.5,500,Astonish,Disarming Voice,Flamethrower,5,6,1,10000
Braviary,51.8,628,normal,flying,78,53.3,77,320223,6,500,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Orbeetle,51.8,826,bug,psychic,62.4,98.4,65,399322,8.5,499,Confusion,Bug Buzz,Psychic,5,4,1,10000
Pidgeot (Mega),51.8,18,normal,flying,85.6,55.1,60,283316,5,495,Air Slash,Aerial Ace,Air Cutter*,5,4,1,10000
Prinplup (Shadow),51.8,394,water,none,68.7,67.8,78,363192,11,500,Bubble,Bubble Beam,Frustration<sup>†</sup>,4,7,3,10000
Revavroom,51.8,966,steel,poison,78.5,60.7,67,319310,6.5,500,Lick,Acid Spray,Gunk Shot,15,25,3,50000
Sudowoodo,51.8,185,rock,none,68.3,75.5,71,366350,9,500,Counter,Earthquake,Meteor Beam,11,10,5,75000
Victreebel (Mega),51.8,71,grass,poison,82.6,59.1,62,302635,5.5,500,Acid,Acid Spray,Leaf Blade,6,5,3,50000
Bonsly,51.7,438,rock,none,65.6,74.8,77,377854,14.5,498,Counter,Earthquake,Rock Slide,11,8,5,10000
Doublade,51.7,680,steel,ghost,72.1,80.1,60,346666,7.5,500,Psycho Cut,Gyro Ball,Iron Head,6,6,5,75000
Flamigo,51.7,973,flying,fighting,80.7,54.8,70,309592,7,500,Double Kick,Aerial Ace,Brave Bird,4,5,3,75000
Glalie (Mega),51.7,362,ice,none,82.2,56.8,65,303650,6,500,Frost Breath,Avalanche,Gyro Ball,9,10,3,50000
Thundurus (Incarnate),51.7,642,electric,flying,86.7,53.9,61,285266,6,499,Astonish,Brick Break,Crunch,4,5,20,100000
Lunatone,51.5,337,rock,psychic,68.7,63,83,359291,8,497,Confusion,Moonblast,Psychic,5,4,3,50000
Simisage,51.5,512,grass,none,79.2,55.5,72,316581,8,500,Bite,Crunch,Grass Knot,23,25,3,50000
Metang,51.4,375,steel,psychic,62.9,84.6,74,394069,11,500,Fury Cutter,Gyro Ball,Psychic,13,14,5,75000
Ariados,51.2,168,bug,poison,71.9,60.2,80,345972,10.5,498,Infestation,Cross Poison,Lunge,3,4,1,10000
Noctowl,51.2,164,normal,flying,61.3,68.7,97,408100,9.5,500,Extrasensory,Night Shade,Psychic,5,6,1,10000
Chesnaught,51.1,652,grass,fighting,68.8,73.5,72,363725,6.5,500,Low Kick,Energy Ball,Frenzy Plant*,6,6,3,10000
Voltorb,51.1,100,electric,none,65.8,73.4,78,376535,19,499,Spark,Discharge,Gyro Ball,6,8,3,50000
Liepard,50.9,510,dark,none,81.5,50.7,74,305931,10,500,Charm,Dark Pulse,Gunk Shot,7,10,1,10000
Magmar,50.9,126,fire,none,79.2,63.4,63,316314,8,500,Ember,Fire Blast,Fire Punch,9,5,5,75000
Tandemaus,50.9,924,normal,none,63.8,65,94,390034,21.5,499,Bullet Seed,Crunch,Play Rough,4,5,1,10000
Baxcalibur,50.8,998,dragon,ice,79,54.2,74,316541,5.5,500,Dragon Breath,Avalanche,Blizzard,12,19,5,75000
